dep_gene,n_double,n_a_only,n_b_only,n_wt,mean_double,mean_a_only,mean_b_only,mean_wt,d_main_a,d_main_b,p_main_a,p_main_b,interaction_d,interaction_delta,p_interaction,p_kruskal,classification,from_atlas_a,from_atlas_b,fdr_interaction,fdr_classification
AGTPBP1,22,796,1,367,0.044243787246846085,0.11509541156839197,0.0975654542511938,0.13209481533988132,-0.1637,-0.6438,0.0014551654420746044,0.01194423077748271,0.1496,-0.0363,1.0,0.0005073298529449406,additive,False,True,1.0,additive
PPIH,22,796,1,367,-0.5847058143515457,-0.47386912848973217,-0.7172769975592198,-0.45551019701880474,-0.0715,-0.4245,0.16939025235556204,0.05829320671660602,0.0636,0.1509,1.0,0.10421253082367946,additive,False,True,1.0,additive
PRH2,10,271,0,74,0.22546645668413934,0.19462253880239913,,0.16771120825670183,0.1247,0.1629,0.38139712330923836,0.5620298870457646,-0.119,0.0308,1.0,0.5992497560457821,additive,False,True,1.0,additive
PTTG1,22,796,1,367,-0.48884412504916136,-0.3980867852550658,-0.1172812519333448,-0.43759888570995514,0.17,-0.2911,0.004798469013518513,0.4331400890245741,-0.1866,-0.4111,1.0,0.005771561300572941,additive,False,True,1.0,additive
RALGAPB,22,796,1,367,-0.09179310715717674,-0.03086587581873223,0.3278181230659059,-0.03107355526735881,-0.0112,-0.1976,0.8530855343704592,0.5257931124688882,-0.001,-0.4198,1.0,0.6155601936988846,additive,False,True,1.0,additive
RBM12,22,796,1,367,-0.3850802332178925,-0.26455322397923287,-0.0159065008167463,-0.21209327533341021,-0.2217,-0.4757,0.010521543395883256,0.030512751412982802,0.2067,-0.3167,1.0,0.0035203672007035783,additive,False,True,1.0,additive
RNF217,22,796,1,367,-0.05255576668512958,-0.036189222505023565,0.145443075268673,-0.004444327574666455,-0.242,-0.1312,0.0016505230594396538,0.9260386029191838,0.2368,-0.1663,1.0,0.008514102692963647,additive,False,True,1.0,additive
SKIC3,22,796,1,367,-0.14446254525779267,-0.18222944760744045,-0.0593354251668649,-0.20183702644225715,0.1134,0.2669,0.06178092761068755,0.04401152240848548,-0.1101,-0.1047,1.0,0.04050664087368662,additive,False,True,1.0,additive
SMAD7,22,796,1,367,-0.21151079563768596,-0.10550990116038637,-0.0155966699495978,-0.06313162181063822,-0.1951,-0.4758,0.0003213389722152941,0.1694394401679976,0.1839,-0.1535,1.0,0.0008256934248641084,additive,False,True,1.0,additive
SREBF1,22,796,1,367,-0.4453179261491673,-0.4127097510811557,-0.2213309526367365,-0.3523356534053144,-0.1685,-0.1143,0.002425579573490044,0.5830136021903511,0.1654,-0.1636,1.0,0.009852816631042911,additive,False,True,1.0,additive
ST3GAL6,22,796,1,367,-0.0693213942181883,-0.08128314559749747,-0.0705495449331009,-0.08848708634223003,0.0533,0.1011,0.28953424828153695,0.3628978599810261,-0.0513,-0.006,1.0,0.4025739818640255,additive,False,True,1.0,additive
STK40,22,796,1,367,-0.29199503917719904,-0.21516123712269816,0.1310337391180768,-0.21550396852003853,-0.0111,-0.2437,0.7359000191455427,0.9695954841653496,-0.0015,-0.4234,1.0,0.9297446911875888,additive,False,True,1.0,additive
SUZ12,22,796,1,367,-0.46237394436022416,-0.34709367000437225,-0.4715727095575532,-0.40204405946008703,0.1733,-0.3268,0.002172018489190904,0.171356046679081,-0.1837,-0.0458,1.0,0.002881257594791107,additive,False,True,1.0,additive
TGFBR2,22,796,1,367,0.059108227139533925,0.037781991801969804,0.0709701449555202,0.022319816764658468,0.0845,0.1419,0.12178002953639855,0.2541216682721542,-0.0824,-0.0273,1.0,0.18503798821019937,additive,False,True,1.0,additive
TMEM131L,22,796,1,367,0.03716755910038027,0.07452827824235986,0.0987155032950424,0.10365720397748408,-0.2642,-0.3825,2.07349017519431e-06,0.036050266770613085,0.2555,-0.0324,1.0,2.844171820189836e-06,additive,False,True,1.0,additive
TRIP10,22,796,1,367,-0.08932022740892219,-0.06651886573066366,-0.1292991894716151,-0.07620937745529803,0.0776,-0.1807,0.3336532763263499,0.5779611275039238,-0.0818,0.0303,1.0,0.5705731100113721,additive,False,True,1.0,additive
UPF3B,22,796,1,367,-0.12281997184959517,-0.06651068202477221,0.3187281582191614,-0.038946575592226265,-0.1809,-0.275,0.0066482116575094004,0.23204419689864986,0.1677,-0.414,1.0,0.012262508114740132,additive,False,True,1.0,additive
