gene_symbol,IT,L4 IT,L5 ET,L5/6 NP,L5/6 IT Car3,L6 CT,L6b,PVALB,SST,VIP,LAMP5,Astrocyte,Oligodendrocyte,OPC,Microglia,tau,top_cell_type,broad_category
OPRD1,0.35353919863700867,0.06074342876672745,0.3888888955116272,0.025806451216340065,0.23577235639095306,0.04667721688747406,0.8098591566085815,0.9109653234481812,0.4395546019077301,0.014401440508663654,0.029378531500697136,0.004062209744006395,0.0036683224607259035,0.0059455749578773975,0.0035912503954023123,0.8133065512583147,PVALB,Inhibitory
NEGR1,50.59209442138672,5.132366180419922,167.11111450195312,64.05376434326172,30.01300811767578,70.0625,94.46830749511719,40.28069305419922,23.538705825805664,13.872187614440918,15.228248596191406,2.076021432876587,2.399121046066284,6.5710039138793945,0.39960822463035583,0.8230077111114548,L5 ET,Excitatory
ASH1L,5.495596408843994,1.1804170608520508,10.833333015441895,5.817204475402832,7.952845573425293,6.571993827819824,8.264965057373047,4.024367332458496,3.5376458168029785,3.809180974960327,4.340113162994385,1.9249072074890137,1.8287733793258667,1.6743654012680054,1.5670911073684692,0.6931820681401722,L5 ET,Excitatory
NRXN1,85.0618667602539,8.709881782531738,206.22222900390625,130.5978546142578,83.94959259033203,132.65823364257812,212.17430114746094,11.327085494995117,27.55726432800293,70.98649597167969,52.465538024902344,43.26427459716797,1.1414214372634888,41.311912536621094,0.7113940715789795,0.7007224103387724,L6b,Excitatory
MEIS1,0.23665325343608856,0.02810516767203808,0.6111111044883728,0.10967741906642914,0.22601625323295593,0.1748417764902115,0.1672535240650177,0.1419868767261505,0.13096500933170319,0.25112512707710266,0.09378530830144882,0.653435468673706,1.131142497062683,0.45963868498802185,0.22657525539398193,0.7981095472562749,Oligodendrocyte,Non-neuronal
CNTN6,1.589322566986084,0.1885766088962555,7.55555534362793,2.838709592819214,4.8130083084106445,0.1598101258277893,2.373239517211914,1.0665416717529297,0.5593849420547485,2.415841579437256,0.5887005925178528,0.059424325823783875,0.01654566265642643,0.3567345142364502,0.014038524590432644,0.8404703343872502,L5 ET,Excitatory
CELSR3,0.14553658664226532,0.04805077239871025,0.3333333432674408,0.15913978219032288,0.19349592924118042,0.20174050331115723,0.21390844881534576,0.13683223724365234,0.1081654280424118,0.1332133263349533,0.15367232263088226,0.006499535869807005,0.010278945788741112,0.016235994175076485,0.002285341266542673,0.676986771195239,L5 ET,Excitatory
TF,0.6058497428894043,0.18132366240024567,0.9444444179534912,0.6064516305923462,0.6227642297744751,0.6962025165557861,0.8169013857841492,0.5454545617103577,0.4931071102619171,0.4041404128074646,0.5525423884391785,0.5106778144836426,7.510699272155762,0.44546079635620117,0.23571661114692688,0.9500785188622732,Oligodendrocyte,Non-neuronal
WWTR1,0.20185929536819458,0.019038984552025795,0.7777777910232544,0.2150537669658661,0.8813008069992065,0.46993669867515564,1.4559859037399292,0.155107781291008,0.09915164113044739,0.09630963206291199,0.12542372941970825,0.6786211729049683,0.11069927364587784,0.08575348556041718,0.03134182095527649,0.817031212512598,L6b,Excitatory
TFRC,0.7604110240936279,0.29011785984039307,1.5555555820465088,0.8924731016159058,0.9333333373069763,0.8441455960273743,1.1082746982574463,1.0089035034179688,0.45015907287597656,0.46354636549949646,0.5389830470085144,1.0842618942260742,0.07011845707893372,0.19163045287132263,0.1478942185640335,0.6248052846613711,L5 ET,Excitatory
EXOC1,1.757529616355896,0.37896645069122314,5.0,1.6989247798919678,2.37398362159729,1.931962013244629,3.052816867828369,1.6747890710830688,1.3340402841567993,1.1422141790390015,1.4508475065231323,0.7173862457275391,0.7173863053321838,0.6469243168830872,0.4237675368785858,0.783659893147726,L5 ET,Excitatory
WWC1,0.9753180146217346,0.1885766088962555,1.5,0.4881720542907715,1.414634108543396,0.9082278609275818,1.2271126508712769,0.3697282075881958,0.23488865792751312,0.5319532155990601,0.5186440944671631,1.2038068771362305,0.01620175689458847,0.17104962468147278,0.018935684114694595,0.612941947301404,L5 ET,Excitatory
LATS1,1.23067307472229,0.18495014309883118,2.8888888359069824,1.3204301595687866,1.9934959411621094,1.5118670463562012,2.1619718074798584,1.1044986248016357,0.7979851365089417,0.828082799911499,1.0305085182189941,0.46854689717292786,0.42521971464157104,0.4527783989906311,0.34802481532096863,0.7022932534743147,L5 ET,Excitatory
ESR1,0.6132434606552124,0.019038984552025795,0.3333333432674408,0.14623655378818512,0.5008130073547363,0.2278480976819992,0.3459506928920746,0.14432989060878754,0.1527041345834732,0.23492349684238434,0.11073446273803711,0.03064066916704178,0.007795185316354036,0.1920878142118454,0.017629774287343025,0.7221735638128438,IT,Excitatory
CADPS2,17.869903564453125,1.6872166395187378,19.22222137451172,1.1526881456375122,47.814632415771484,18.1875,10.955986022949219,0.6087160110473633,0.34252387285232544,0.547254741191864,0.20000000298023224,0.8762766718864441,0.07756973803043365,0.7948776483535767,0.29187071323394775,0.8926730469087071,L5/6 IT Car3,Excitatory
CNTNAP2,83.5251693725586,8.2792387008667,341.5,104.76344299316406,79.64227294921875,53.64556884765625,67.28697204589844,181.0745086669922,134.89236450195312,103.85238647460938,68.45198059082031,0.7646239399909973,2.745013475418091,4.6352620124816895,0.5364022254943848,0.814268908673827,L5 ET,Excitatory
