B_cell,CD4_T_naive,CD8_T,Dendritic_cell,Endothelial,Epithelial,Fibroblast,Goblet,ILC3,Inflammatory_Mac,Macrophage,Monocyte,Myofibroblast,NK,Paneth,Plasma,Th1,Th17,Treg,pDC,epithelial_proportion,immune_proportion,stromal_proportion,paneth_proportion,goblet_proportion,sample_id
0.10884591610401653,0.0,0.0,0.0,0.0,0.19601629604039944,0.0,0.695137787855584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19601629604039944,0.10884591610401653,0.0,0.0,0.695137787855584,GSM423010
0.1314184992845912,0.0,0.0,0.0,0.0,0.32970750232751694,0.04811775180453247,0.4907562465833593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32970750232751694,0.1314184992845912,0.04811775180453247,0.0,0.4907562465833593,GSM423012
0.10844728369212146,0.0,0.0,0.0,0.0,0.492221938245707,0.0,0.3993307780621715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.492221938245707,0.10844728369212146,0.0,0.0,0.3993307780621715,GSM423013
0.0,0.0,0.0,0.0,0.0,0.6279265258352843,0.0,0.37207347416471565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6279265258352843,0.0,0.0,0.0,0.37207347416471565,GSM423015
0.05045581064898264,0.0,0.0,0.0,0.0,0.3341869964266061,0.0,0.6153571929244114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3341869964266061,0.05045581064898264,0.0,0.0,0.6153571929244114,GSM423017
0.06102990068719877,0.0,0.0,0.0,0.0,0.4967434265047575,0.013689447426167572,0.4285372253818761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4967434265047575,0.06102990068719877,0.013689447426167572,0.0,0.4285372253818761,GSM423019
0.0,0.0,0.0,0.0,0.0,0.5332751222345572,0.0,0.46672487776544286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5332751222345572,0.0,0.0,0.0,0.46672487776544286,GSM423021
0.0,0.0,0.0,0.0,0.0,0.6471100174191343,0.0,0.3528899825808656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6471100174191343,0.0,0.0,0.0,0.3528899825808656,GSM423023
0.01469043349778278,0.0,0.0,0.0,0.0,0.46555625663600797,0.0,0.5197533098662093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46555625663600797,0.01469043349778278,0.0,0.0,0.5197533098662093,GSM423025
0.0,0.0,0.0,0.0,0.0,0.565064247727791,0.0,0.4349357522722091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565064247727791,0.0,0.0,0.0,0.4349357522722091,GSM423027
0.08351507496092594,0.0,0.0,0.0,0.0,0.28022665404362024,0.012028564617211749,0.624229706378242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28022665404362024,0.08351507496092594,0.012028564617211749,0.0,0.624229706378242,GSM423029
0.11201341286572103,0.0,0.0,0.0,0.0,0.305657141449765,0.010197160764943479,0.5721322849195705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305657141449765,0.11201341286572103,0.010197160764943479,0.0,0.5721322849195705,GSM423031
0.02763791657302912,0.0,0.0,0.0,0.0,0.24057944174778256,0.06738006537016537,0.664402576309023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24057944174778256,0.02763791657302912,0.06738006537016537,0.0,0.664402576309023,GSM423033
0.0,0.0,0.0,0.0,0.0,0.13901781474684408,0.36898339224534943,0.4227497449940881,0.0,0.015493568885310052,0.0,0.05375547912840832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13901781474684408,0.06924904801371837,0.36898339224534943,0.0,0.4227497449940881,GSM423035
0.012161491220459444,0.0,0.0,0.0,0.0,0.40565854844173405,0.12381391290968383,0.3581253761255809,0.0,0.10024067130254184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40565854844173405,0.11240216252300128,0.12381391290968383,0.0,0.3581253761255809,GSM423037
0.03809253331598046,0.0,0.0,0.0,0.0,0.39005362836126667,0.019884100925536198,0.5303807815330489,0.0,0.0,0.021588955864167876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39005362836126667,0.05968148918014834,0.019884100925536198,0.0,0.5303807815330489,GSM423039
0.0,0.0,0.0,0.0,0.0,0.5409348109829676,0.08125526580671026,0.37780992321032214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5409348109829676,0.0,0.08125526580671026,0.0,0.37780992321032214,GSM423041
0.15676633524531539,0.0,0.0,0.0,0.0,0.2911533432298275,0.09305566226441264,0.3941382541721856,0.0,0.06421250960048858,0.0,0.0006738954877702967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2911533432298275,0.22165274033357427,0.09305566226441264,0.0,0.3941382541721856,GSM423043
0.06957271511061959,0.0,0.0,0.0,0.0,0.5572609185271107,0.034837882093915834,0.338328484268354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5572609185271107,0.06957271511061959,0.034837882093915834,0.0,0.338328484268354,GSM423045
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,GSM423053
0.0,0.0,0.0,0.0,0.0,0.9863216658391154,0.0,0.01367833416088465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9863216658391154,0.0,0.0,0.0,0.01367833416088465,GSM423055
0.05491534828410716,0.0,0.0,0.0,0.0,0.6742630376918233,0.0,0.27082161402406957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6742630376918233,0.05491534828410716,0.0,0.0,0.27082161402406957,GSM423057
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,GSM423059
0.10268088546243136,0.0,0.0,0.0,0.0,0.46318320837470833,0.0,0.43413590616286035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46318320837470833,0.10268088546243136,0.0,0.0,0.43413590616286035,GSM423061
0.03561616296766822,0.0,0.0,0.0,0.0,0.9643838370323317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9643838370323317,0.03561616296766822,0.0,0.0,0.0,GSM423063
0.2943935373627887,0.0,0.0,0.0,0.0,0.5811128030111963,0.0,0.12449365962601518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5811128030111963,0.2943935373627887,0.0,0.0,0.12449365962601518,GSM423065
0.027048304781253484,0.0,0.0,0.0,0.0,0.9729516952187466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9729516952187466,0.027048304781253484,0.0,0.0,0.0,GSM423067
